GDP CQOQ Index,,PCE CMOM Index,,CPI MOM Index,,EHUPUS Index,,USYC2Y10 Index,,SPCSUSA Index,,,,
Date,PX_LAST,Date,PX_LAST,Date,PX_LAST,Date,PX_LAST,Date,PX_LAST,Date,PX_LAST,,,
8/14/2009,1.3,8/14/2009,0.12,8/14/2009,0.3,8/14/2009,9.63,8/14/2009,251.808,8/14/2009,150.68,,,
8/21/2009,1.3,8/21/2009,0.12,8/21/2009,0.3,8/21/2009,9.63,8/21/2009,247.275,8/21/2009,150.68,,,
8/28/2009,1.3,8/28/2009,0.12,8/28/2009,0.3,8/28/2009,9.63,8/28/2009,242.767,8/28/2009,150.68,,,
9/4/2009,1.3,9/4/2009,0.18,9/4/2009,0.2,9/4/2009,9.63,9/4/2009,250.76,9/4/2009,149.64,,,
9/11/2009,1.3,9/11/2009,0.18,9/11/2009,0.2,9/11/2009,9.63,9/11/2009,244.15,9/11/2009,149.64,,,
9/18/2009,1.3,9/18/2009,0.18,9/18/2009,0.2,9/18/2009,9.63,9/18/2009,246.921,9/18/2009,149.64,,,
9/25/2009,1.3,9/25/2009,0.18,9/25/2009,0.2,9/25/2009,9.63,9/25/2009,233.207,9/25/2009,149.64,,,
10/2/2009,3.9,10/2/2009,0.29,10/2/2009,0.3,10/2/2009,9.93,10/2/2009,235.182,10/2/2009,148.6,,,
10/9/2009,3.9,10/9/2009,0.29,10/9/2009,0.3,10/9/2009,9.93,10/9/2009,241.833,10/9/2009,148.6,,,
10/16/2009,3.9,10/16/2009,0.29,10/16/2009,0.3,10/16/2009,9.93,10/16/2009,245.809,10/16/2009,148.6,,,
10/23/2009,3.9,10/23/2009,0.29,10/23/2009,0.3,10/23/2009,9.93,10/23/2009,248.782,10/23/2009,148.6,,,
10/30/2009,3.9,10/30/2009,0.29,10/30/2009,0.3,10/30/2009,9.93,10/30/2009,249.158,10/30/2009,148.6,,,
11/6/2009,3.9,11/6/2009,0.08,11/6/2009,0.3,11/6/2009,9.93,11/6/2009,265.485,11/6/2009,147.96,,,
11/13/2009,3.9,11/13/2009,0.08,11/13/2009,0.3,11/13/2009,9.93,11/13/2009,260.925,11/13/2009,147.96,,,
11/20/2009,3.9,11/20/2009,0.08,11/20/2009,0.3,11/20/2009,9.93,11/20/2009,264.026,11/20/2009,147.96,,,
11/27/2009,3.9,11/27/2009,0.08,11/27/2009,0.3,11/27/2009,9.93,11/27/2009,252.393,11/27/2009,147.96,,,
12/4/2009,3.9,12/4/2009,0.05,12/4/2009,0.1,12/4/2009,9.93,12/4/2009,264.039,12/4/2009,146.69,,,
12/11/2009,3.9,12/11/2009,0.05,12/11/2009,0.1,12/11/2009,9.93,12/11/2009,274.947,12/11/2009,146.69,,,
12/18/2009,3.9,12/18/2009,0.05,12/18/2009,0.1,12/18/2009,9.93,12/18/2009,274.403,12/18/2009,146.69,,,
12/25/2009,3.9,12/25/2009,0.05,12/25/2009,0.1,12/25/2009,9.93,12/25/2009,283.684,12/25/2009,146.69,,,
1/1/2010,1.7,1/1/2010,0.09,1/1/2010,0.1,1/1/2010,9.83,1/1/2010,269.734,1/1/2010,145,,,
1/8/2010,1.7,1/8/2010,0.09,1/8/2010,0.1,1/8/2010,9.83,1/8/2010,285.179,1/8/2010,145,,,
1/15/2010,1.7,1/15/2010,0.09,1/15/2010,0.1,1/15/2010,9.83,1/15/2010,281.018,1/15/2010,145,,,
1/22/2010,1.7,1/22/2010,0.09,1/22/2010,0.1,1/22/2010,9.83,1/22/2010,281.746,1/22/2010,145,,,
1/29/2010,1.7,1/29/2010,0.09,1/29/2010,0.1,1/29/2010,9.83,1/29/2010,277.057,1/29/2010,145,,,
2/5/2010,1.7,2/5/2010,0.08,2/5/2010,-0.1,2/5/2010,9.83,2/5/2010,280.004,2/5/2010,143.06,,,
2/12/2010,1.7,2/12/2010,0.08,2/12/2010,-0.1,2/12/2010,9.83,2/12/2010,286.411,2/12/2010,143.06,,,
2/19/2010,1.7,2/19/2010,0.08,2/19/2010,-0.1,2/19/2010,9.83,2/19/2010,285.475,2/19/2010,143.06,,,
2/26/2010,1.7,2/26/2010,0.08,2/26/2010,-0.1,2/26/2010,9.83,2/26/2010,279.784,2/26/2010,143.06,,,
3/5/2010,1.7,3/5/2010,0.14,3/5/2010,0,3/5/2010,9.83,3/5/2010,278.658,3/5/2010,143.6,,,
3/12/2010,1.7,3/12/2010,0.14,3/12/2010,0,3/12/2010,9.83,3/12/2010,275.086,3/12/2010,143.6,,,
3/19/2010,1.7,3/19/2010,0.14,3/19/2010,0,3/19/2010,9.83,3/19/2010,269.799,3/19/2010,143.6,,,
3/26/2010,1.7,3/26/2010,0.14,3/26/2010,0,3/26/2010,9.83,3/26/2010,280.521,3/26/2010,143.6,,,
4/2/2010,3.9,4/2/2010,0.03,4/2/2010,0,4/2/2010,9.63,4/2/2010,283.876,4/2/2010,145.4,,,
4/9/2010,3.9,4/9/2010,0.03,4/9/2010,0,4/9/2010,9.63,4/9/2010,282.411,4/9/2010,145.4,,,
4/16/2010,3.9,4/16/2010,0.03,4/16/2010,0,4/16/2010,9.63,4/16/2010,280.917,4/16/2010,145.4,,,
4/23/2010,3.9,4/23/2010,0.03,4/23/2010,0,4/23/2010,9.63,4/23/2010,274.152,4/23/2010,145.4,,,
4/30/2010,3.9,4/30/2010,0.03,4/30/2010,0,4/30/2010,9.63,4/30/2010,269.086,4/30/2010,145.4,,,
5/7/2010,3.9,5/7/2010,0.12,5/7/2010,-0.1,5/7/2010,9.63,5/7/2010,261.539,5/7/2010,147.03,,,
5/14/2010,3.9,5/14/2010,0.12,5/14/2010,-0.1,5/14/2010,9.63,5/14/2010,266.931,5/14/2010,147.03,,,
5/21/2010,3.9,5/21/2010,0.12,5/21/2010,-0.1,5/21/2010,9.63,5/21/2010,247.207,5/21/2010,147.03,,,
5/28/2010,3.9,5/28/2010,0.12,5/28/2010,-0.1,5/28/2010,9.63,5/28/2010,252.433,5/28/2010,147.03,,,
6/4/2010,3.9,6/4/2010,0.1,6/4/2010,0,6/4/2010,9.63,6/4/2010,247.399,6/4/2010,147.69,,,
6/11/2010,3.9,6/11/2010,0.1,6/11/2010,0,6/11/2010,9.63,6/11/2010,250.658,6/11/2010,147.69,,,
6/18/2010,3.9,6/18/2010,0.1,6/18/2010,0,6/18/2010,9.63,6/18/2010,250.789,6/18/2010,147.69,,,
6/25/2010,3.9,6/25/2010,0.1,6/25/2010,0,6/25/2010,9.63,6/25/2010,245.702,6/25/2010,147.69,,,
7/2/2010,2.7,7/2/2010,0.06,7/2/2010,0.2,7/2/2010,9.47,7/2/2010,234.982,7/2/2010,147.54,,,
7/9/2010,2.7,7/9/2010,0.06,7/9/2010,0.2,7/9/2010,9.47,7/9/2010,242.482,7/9/2010,147.54,,,
7/16/2010,2.7,7/16/2010,0.06,7/16/2010,0.2,7/16/2010,9.47,7/16/2010,233.467,7/16/2010,147.54,,,
7/23/2010,2.7,7/23/2010,0.06,7/23/2010,0.2,7/23/2010,9.47,7/23/2010,240.789,7/23/2010,147.54,,,
7/30/2010,2.7,7/30/2010,0.06,7/30/2010,0.2,7/30/2010,9.47,7/30/2010,235.696,7/30/2010,147.54,,,
8/6/2010,2.7,8/6/2010,0.1,8/6/2010,0.1,8/6/2010,9.47,8/6/2010,230.876,8/6/2010,146.4,,,
8/13/2010,2.7,8/13/2010,0.1,8/13/2010,0.1,8/13/2010,9.47,8/13/2010,214.082,8/13/2010,146.4,,,
8/20/2010,2.7,8/20/2010,0.1,8/20/2010,0.1,8/20/2010,9.47,8/20/2010,212.132,8/20/2010,146.4,,,
8/27/2010,2.7,8/27/2010,0.1,8/27/2010,0.1,8/27/2010,9.47,8/27/2010,209.447,8/27/2010,146.4,,,
9/3/2010,2.7,9/3/2010,0.05,9/3/2010,0.2,9/3/2010,9.47,9/3/2010,218.489,9/3/2010,144.58,,,
9/10/2010,2.7,9/10/2010,0.05,9/10/2010,0.2,9/10/2010,9.47,9/10/2010,222.23,9/10/2010,144.58,,,
9/17/2010,2.7,9/17/2010,0.05,9/17/2010,0.2,9/17/2010,9.47,9/17/2010,227.11,9/17/2010,144.58,,,
9/24/2010,2.7,9/24/2010,0.05,9/24/2010,0.2,9/24/2010,9.47,9/24/2010,216.245,9/24/2010,144.58,,,
10/1/2010,2.5,10/1/2010,0.07,10/1/2010,0.3,10/1/2010,9.5,10/1/2010,209.31,10/1/2010,143.12,,,
10/8/2010,2.5,10/8/2010,0.07,10/8/2010,0.3,10/8/2010,9.5,10/8/2010,204.665,10/8/2010,143.12,,,
10/15/2010,2.5,10/15/2010,0.07,10/15/2010,0.3,10/15/2010,9.5,10/15/2010,219.855,10/15/2010,143.12,,,
10/22/2010,2.5,10/22/2010,0.07,10/22/2010,0.3,10/22/2010,9.5,10/22/2010,220.126,10/22/2010,143.12,,,
10/29/2010,2.5,10/29/2010,0.07,10/29/2010,0.3,10/29/2010,9.5,10/29/2010,226.147,10/29/2010,143.12,,,
11/5/2010,2.5,11/5/2010,0.1,11/5/2010,0.3,11/5/2010,9.5,11/5/2010,216.114,11/5/2010,141.82,,,
11/12/2010,2.5,11/12/2010,0.1,11/12/2010,0.3,11/12/2010,9.5,11/12/2010,228.132,11/12/2010,141.82,,,
11/19/2010,2.5,11/19/2010,0.1,11/19/2010,0.3,11/19/2010,9.5,11/19/2010,236.442,11/19/2010,141.82,,,
11/26/2010,2.5,11/26/2010,0.1,11/26/2010,0.3,11/26/2010,9.5,11/26/2010,235.632,11/26/2010,141.82,,,
12/3/2010,2.5,12/3/2010,0,12/3/2010,0.4,12/3/2010,9.5,12/3/2010,253.508,12/3/2010,140.64,,,
12/10/2010,2.5,12/10/2010,0,12/10/2010,0.4,12/10/2010,9.5,12/10/2010,268.066,12/10/2010,140.64,,,
12/17/2010,2.5,12/17/2010,0,12/17/2010,0.4,12/17/2010,9.5,12/17/2010,272.059,12/17/2010,140.64,,,
12/24/2010,2.5,12/24/2010,0,12/24/2010,0.4,12/24/2010,9.5,12/24/2010,274.375,12/24/2010,140.64,,,
12/31/2010,2.5,12/31/2010,0,12/31/2010,0.4,12/31/2010,9.5,12/31/2010,269.811,12/31/2010,140.64,,,
1/7/2011,-1.5,1/7/2011,0.14,1/7/2011,0.3,1/7/2011,9.03,1/7/2011,272.857,1/7/2011,139.05,,,
1/14/2011,-1.5,1/14/2011,0.14,1/14/2011,0.3,1/14/2011,9.03,1/14/2011,275.25,1/14/2011,139.05,,,
1/21/2011,-1.5,1/21/2011,0.14,1/21/2011,0.3,1/21/2011,9.03,1/21/2011,279.339,1/21/2011,139.05,,,
1/28/2011,-1.5,1/28/2011,0.14,1/28/2011,0.3,1/28/2011,9.03,1/28/2011,278.096,1/28/2011,139.05,,,
2/4/2011,-1.5,2/4/2011,0.17,2/4/2011,0.3,2/4/2011,9.03,2/4/2011,288.925,2/4/2011,137.75,,,
2/11/2011,-1.5,2/11/2011,0.17,2/11/2011,0.3,2/11/2011,9.03,2/11/2011,279.236,2/11/2011,137.75,,,
2/18/2011,-1.5,2/18/2011,0.17,2/18/2011,0.3,2/18/2011,9.03,2/18/2011,283.078,2/18/2011,137.75,,,
2/25/2011,-1.5,2/25/2011,0.17,2/25/2011,0.3,2/25/2011,9.03,2/25/2011,269.869,2/25/2011,137.75,,,
3/4/2011,-1.5,3/4/2011,0.15,3/4/2011,0.5,3/4/2011,9.03,3/4/2011,280.716,3/4/2011,137.79,,,
3/11/2011,-1.5,3/11/2011,0.15,3/11/2011,0.5,3/11/2011,9.03,3/11/2011,275.925,3/11/2011,137.79,,,
3/18/2011,-1.5,3/18/2011,0.15,3/18/2011,0.5,3/18/2011,9.03,3/18/2011,268.109,3/18/2011,137.79,,,
3/25/2011,-1.5,3/25/2011,0.15,3/25/2011,0.5,3/25/2011,9.03,3/25/2011,270.507,3/25/2011,137.79,,,
4/1/2011,2.9,4/1/2011,0.25,4/1/2011,0.5,4/1/2011,9.07,4/1/2011,264.248,4/1/2011,139.15,,,
4/8/2011,2.9,4/8/2011,0.25,4/8/2011,0.5,4/8/2011,9.07,4/8/2011,276.901,4/8/2011,139.15,,,
4/15/2011,2.9,4/15/2011,0.25,4/15/2011,0.5,4/15/2011,9.07,4/15/2011,271.23,4/15/2011,139.15,,,
4/22/2011,2.9,4/22/2011,0.25,4/22/2011,0.5,4/22/2011,9.07,4/22/2011,273.647,4/22/2011,139.15,,,
4/29/2011,2.9,4/29/2011,0.25,4/29/2011,0.5,4/29/2011,9.07,4/29/2011,268.285,4/29/2011,139.15,,,
5/6/2011,2.9,5/6/2011,0.24,5/6/2011,0.3,5/6/2011,9.07,5/6/2011,259.637,5/6/2011,140.68,,,
5/13/2011,2.9,5/13/2011,0.24,5/13/2011,0.3,5/13/2011,9.07,5/13/2011,263.68,5/13/2011,140.68,,,
5/20/2011,2.9,5/20/2011,0.24,5/20/2011,0.3,5/20/2011,9.07,5/20/2011,263.267,5/20/2011,140.68,,,
5/27/2011,2.9,5/27/2011,0.24,5/27/2011,0.3,5/27/2011,9.07,5/27/2011,259.608,5/27/2011,140.68,,,
6/3/2011,2.9,6/3/2011,0.14,6/3/2011,0,6/3/2011,9.07,6/3/2011,256.007,6/3/2011,141.93,,,
6/10/2011,2.9,6/10/2011,0.14,6/10/2011,0,6/10/2011,9.07,6/10/2011,257.011,6/10/2011,141.93,,,
6/17/2011,2.9,6/17/2011,0.14,6/17/2011,0,6/17/2011,9.07,6/17/2011,256.844,6/17/2011,141.93,,,
6/24/2011,2.9,6/24/2011,0.14,6/24/2011,0,6/24/2011,9.07,6/24/2011,253.35,6/24/2011,141.93,,,
7/1/2011,0.8,7/1/2011,0.17,7/1/2011,0.3,7/1/2011,9,7/1/2011,270.836,7/1/2011,142.33,,,
7/8/2011,0.8,7/8/2011,0.17,7/8/2011,0.3,7/8/2011,9,7/8/2011,263.48,7/8/2011,142.33,,,
7/15/2011,0.8,7/15/2011,0.17,7/15/2011,0.3,7/15/2011,9,7/15/2011,255.184,7/15/2011,142.33,,,
7/22/2011,0.8,7/22/2011,0.17,7/22/2011,0.3,7/22/2011,9,7/22/2011,257.38,7/22/2011,142.33,,,
7/29/2011,0.8,7/29/2011,0.17,7/29/2011,0.3,7/29/2011,9,7/29/2011,243.967,7/29/2011,142.33,,,
8/5/2011,0.8,8/5/2011,0.21,8/5/2011,0.3,8/5/2011,9,8/5/2011,227.001,8/5/2011,141.77,,,
8/12/2011,0.8,8/12/2011,0.21,8/12/2011,0.3,8/12/2011,9,8/12/2011,206.653,8/12/2011,141.77,,,
8/19/2011,0.8,8/19/2011,0.21,8/19/2011,0.3,8/19/2011,9,8/19/2011,187.228,8/19/2011,141.77,,,
8/26/2011,0.8,8/26/2011,0.21,8/26/2011,0.3,8/26/2011,9,8/26/2011,200.158,8/26/2011,141.77,,,
9/2/2011,0.8,9/2/2011,0.07,9/2/2011,0.2,9/2/2011,9,9/2/2011,179.017,9/2/2011,140.16,,,
9/9/2011,0.8,9/9/2011,0.07,9/9/2011,0.2,9/9/2011,9,9/9/2011,174.879,9/9/2011,140.16,,,
9/16/2011,0.8,9/16/2011,0.07,9/16/2011,0.2,9/16/2011,9,9/16/2011,188.154,9/16/2011,140.16,,,
9/23/2011,0.8,9/23/2011,0.07,9/23/2011,0.2,9/23/2011,9,9/23/2011,161.48,9/23/2011,140.16,,,
9/30/2011,0.8,9/30/2011,0.07,9/30/2011,0.2,9/30/2011,9,9/30/2011,167.13,9/30/2011,140.16,,,
10/7/2011,4.6,10/7/2011,0.14,10/7/2011,0.1,10/7/2011,8.63,10/7/2011,178.697,10/7/2011,138.4,,,
10/14/2011,4.6,10/14/2011,0.14,10/14/2011,0.1,10/14/2011,8.63,10/14/2011,198.118,10/14/2011,138.4,,,
10/21/2011,4.6,10/21/2011,0.14,10/21/2011,0.1,10/21/2011,8.63,10/21/2011,195.13,10/21/2011,138.4,,,
10/28/2011,4.6,10/28/2011,0.14,10/28/2011,0.1,10/28/2011,8.63,10/28/2011,202.686,10/28/2011,138.4,,,
11/4/2011,4.6,11/4/2011,0.16,11/4/2011,0.2,11/4/2011,8.63,11/4/2011,181.329,11/4/2011,136.65,,,
11/11/2011,4.6,11/11/2011,0.16,11/11/2011,0.2,11/11/2011,8.63,11/11/2011,182.572,11/11/2011,136.65,,,
11/18/2011,4.6,11/18/2011,0.16,11/18/2011,0.2,11/18/2011,8.63,11/18/2011,173.1,11/18/2011,136.65,,,
11/25/2011,4.6,11/25/2011,0.16,11/25/2011,0.2,11/25/2011,8.63,11/25/2011,168.937,11/25/2011,136.65,,,
12/2/2011,4.6,12/2/2011,0.11,12/2/2011,0,12/2/2011,8.63,12/2/2011,178.197,12/2/2011,135.16,,,
12/9/2011,4.6,12/9/2011,0.11,12/9/2011,0,12/9/2011,8.63,12/9/2011,183.69,12/9/2011,135.16,,,
12/16/2011,4.6,12/16/2011,0.11,12/16/2011,0,12/16/2011,8.63,12/16/2011,162.44,12/16/2011,135.16,,,
12/23/2011,4.6,12/23/2011,0.11,12/23/2011,0,12/23/2011,8.63,12/23/2011,174.089,12/23/2011,135.16,,,
12/30/2011,4.6,12/30/2011,0.11,12/30/2011,0,12/30/2011,8.63,12/30/2011,163.6,12/30/2011,135.16,,,
1/6/2012,2.7,1/6/2012,0.27,1/6/2012,0.3,1/6/2012,8.27,1/6/2012,170.079,1/6/2012,134.16,,,
1/13/2012,2.7,1/13/2012,0.27,1/13/2012,0.3,1/13/2012,8.27,1/13/2012,164.119,1/13/2012,134.16,,,
1/20/2012,2.7,1/20/2012,0.27,1/20/2012,0.3,1/20/2012,8.27,1/20/2012,178.313,1/20/2012,134.16,,,
1/27/2012,2.7,1/27/2012,0.27,1/27/2012,0.3,1/27/2012,8.27,1/27/2012,167.91,1/27/2012,134.16,,,
2/3/2012,2.7,2/3/2012,0.14,2/3/2012,0.2,2/3/2012,8.27,2/3/2012,169.101,2/3/2012,134,,,
2/10/2012,2.7,2/10/2012,0.14,2/10/2012,0.2,2/10/2012,8.27,2/10/2012,171.108,2/10/2012,134,,,
2/17/2012,2.7,2/17/2012,0.14,2/17/2012,0.2,2/17/2012,8.27,2/17/2012,171.02,2/17/2012,134,,,
2/24/2012,2.7,2/24/2012,0.14,2/24/2012,0.2,2/24/2012,8.27,2/24/2012,166.969,2/24/2012,134,,,
3/2/2012,2.7,3/2/2012,0.19,3/2/2012,0.2,3/2/2012,8.27,3/2/2012,169.91,3/2/2012,135.88,,,
3/9/2012,2.7,3/9/2012,0.19,3/9/2012,0.2,3/9/2012,8.27,3/9/2012,170.897,3/9/2012,135.88,,,
3/16/2012,2.7,3/16/2012,0.19,3/16/2012,0.2,3/16/2012,8.27,3/16/2012,193.417,3/16/2012,135.88,,,
3/23/2012,2.7,3/23/2012,0.19,3/23/2012,0.2,3/23/2012,8.27,3/23/2012,187.888,3/23/2012,135.88,,,
3/30/2012,2.7,3/30/2012,0.19,3/30/2012,0.2,3/30/2012,8.27,3/30/2012,187.996,3/30/2012,135.88,,,
4/6/2012,1.9,4/6/2012,0.17,4/6/2012,0.2,4/6/2012,8.2,4/6/2012,173.874,4/6/2012,138.5,,,
4/13/2012,1.9,4/13/2012,0.17,4/13/2012,0.2,4/13/2012,8.2,4/13/2012,171.516,4/13/2012,138.5,,,
4/20/2012,1.9,4/20/2012,0.17,4/20/2012,0.2,4/20/2012,8.2,4/20/2012,169.663,4/20/2012,138.5,,,
4/27/2012,1.9,4/27/2012,0.17,4/27/2012,0.2,4/27/2012,8.2,4/27/2012,167.674,4/27/2012,138.5,,,
5/4/2012,1.9,5/4/2012,0.12,5/4/2012,-0.2,5/4/2012,8.2,5/4/2012,162.356,5/4/2012,141.08,,,
5/11/2012,1.9,5/11/2012,0.12,5/11/2012,-0.2,5/11/2012,8.2,5/11/2012,157.848,5/11/2012,141.08,,,
5/18/2012,1.9,5/18/2012,0.12,5/18/2012,-0.2,5/18/2012,8.2,5/18/2012,142.808,5/18/2012,141.08,,,
5/25/2012,1.9,5/25/2012,0.12,5/25/2012,-0.2,5/25/2012,8.2,5/25/2012,145.158,5/25/2012,141.08,,,
6/1/2012,1.9,6/1/2012,0.12,6/1/2012,-0.1,6/1/2012,8.2,6/1/2012,120.482,6/1/2012,143.19,,,
6/8/2012,1.9,6/8/2012,0.12,6/8/2012,-0.1,6/8/2012,8.2,6/8/2012,136.822,6/8/2012,143.19,,,
6/15/2012,1.9,6/15/2012,0.12,6/15/2012,-0.1,6/15/2012,8.2,6/15/2012,130.602,6/15/2012,143.19,,,
6/22/2012,1.9,6/22/2012,0.12,6/22/2012,-0.1,6/22/2012,8.2,6/22/2012,137.026,6/22/2012,143.19,,,
6/29/2012,1.9,6/29/2012,0.12,6/29/2012,-0.1,6/29/2012,8.2,6/29/2012,134.268,6/29/2012,143.19,,,
7/6/2012,0.5,7/6/2012,0.11,7/6/2012,0,7/6/2012,8.03,7/6/2012,127.813,7/6/2012,144.3,,,
7/13/2012,0.5,7/13/2012,0.11,7/13/2012,0,7/13/2012,8.03,7/13/2012,124.851,7/13/2012,144.3,,,
7/20/2012,0.5,7/20/2012,0.11,7/20/2012,0,7/20/2012,8.03,7/20/2012,125.405,7/20/2012,144.3,,,
7/27/2012,0.5,7/27/2012,0.11,7/27/2012,0,7/27/2012,8.03,7/27/2012,130.658,7/27/2012,144.3,,,
8/3/2012,0.5,8/3/2012,0.06,8/3/2012,0.6,8/3/2012,8.03,8/3/2012,132.437,8/3/2012,144.72,,,
8/10/2012,0.5,8/10/2012,0.06,8/10/2012,0.6,8/10/2012,8.03,8/10/2012,139.556,8/10/2012,144.72,,,
8/17/2012,0.5,8/17/2012,0.06,8/17/2012,0.6,8/17/2012,8.03,8/17/2012,152.314,8/17/2012,144.72,,,
8/24/2012,0.5,8/24/2012,0.06,8/24/2012,0.6,8/24/2012,8.03,8/24/2012,141.796,8/24/2012,144.72,,,
8/31/2012,0.5,8/31/2012,0.06,8/31/2012,0.6,8/31/2012,8.03,8/31/2012,132.683,8/31/2012,144.72,,,
9/7/2012,0.5,9/7/2012,0.12,9/7/2012,0.5,9/7/2012,8.03,9/7/2012,141.668,9/7/2012,144.37,,,
9/14/2012,0.5,9/14/2012,0.12,9/14/2012,0.5,9/14/2012,8.03,9/14/2012,161.487,9/14/2012,144.37,,,
9/21/2012,0.5,9/21/2012,0.12,9/21/2012,0.5,9/21/2012,8.03,9/21/2012,149.351,9/21/2012,144.37,,,
9/28/2012,0.5,9/28/2012,0.12,9/28/2012,0.5,9/28/2012,8.03,9/28/2012,140.205,9/28/2012,144.37,,,
10/5/2012,0.1,10/5/2012,0.24,10/5/2012,0.3,10/5/2012,7.8,10/5/2012,148.373,10/5/2012,143.98,,,
10/12/2012,0.1,10/12/2012,0.24,10/12/2012,0.3,10/12/2012,7.8,10/12/2012,139.489,10/12/2012,143.98,,,
10/19/2012,0.1,10/19/2012,0.24,10/19/2012,0.3,10/19/2012,7.8,10/19/2012,146.478,10/19/2012,143.98,,,
10/26/2012,0.1,10/26/2012,0.24,10/26/2012,0.3,10/26/2012,7.8,10/26/2012,144.414,10/26/2012,143.98,,,
11/2/2012,0.1,11/2/2012,0.1,11/2/2012,-0.2,11/2/2012,7.8,11/2/2012,142.912,11/2/2012,143.98,,,
11/9/2012,0.1,11/9/2012,0.1,11/9/2012,-0.2,11/9/2012,7.8,11/9/2012,134.436,11/9/2012,143.98,,,
11/16/2012,0.1,11/16/2012,0.1,11/16/2012,-0.2,11/16/2012,7.8,11/16/2012,133.892,11/16/2012,143.98,,,
11/23/2012,0.1,11/23/2012,0.1,11/23/2012,-0.2,11/23/2012,7.8,11/23/2012,141.556,11/23/2012,143.98,,,
11/30/2012,0.1,11/30/2012,0.1,11/30/2012,-0.2,11/30/2012,7.8,11/30/2012,136.558,11/30/2012,143.98,,,
12/7/2012,0.1,12/7/2012,0.06,12/7/2012,0,12/7/2012,7.8,12/7/2012,137.949,12/7/2012,143.89,,,
12/14/2012,0.1,12/14/2012,0.06,12/14/2012,0,12/14/2012,7.8,12/14/2012,146.351,12/14/2012,143.89,,,
12/21/2012,0.1,12/21/2012,0.06,12/21/2012,0,12/21/2012,7.8,12/21/2012,149.23,12/21/2012,143.89,,,
12/28/2012,0.1,12/28/2012,0.06,12/28/2012,0,12/28/2012,7.8,12/28/2012,145.048,12/28/2012,143.89,,,
1/4/2013,2.8,1/4/2013,0.22,1/4/2013,0.2,1/4/2013,7.73,1/4/2013,163.16,1/4/2013,144.33,,,
1/11/2013,2.8,1/11/2013,0.22,1/11/2013,0.2,1/11/2013,7.73,1/11/2013,161.482,1/11/2013,144.33,,,
1/18/2013,2.8,1/18/2013,0.22,1/18/2013,0.2,1/18/2013,7.73,1/18/2013,158.733,1/18/2013,144.33,,,
1/25/2013,2.8,1/25/2013,0.22,1/25/2013,0.2,1/25/2013,7.73,1/25/2013,167.287,1/25/2013,144.33,,,
2/1/2013,2.8,2/1/2013,0.12,2/1/2013,0.6,2/1/2013,7.73,2/1/2013,174.916,2/1/2013,145.18,,,
2/8/2013,2.8,2/8/2013,0.12,2/8/2013,0.6,2/8/2013,7.73,2/8/2013,169.592,2/8/2013,145.18,,,
2/15/2013,2.8,2/15/2013,0.12,2/15/2013,0.6,2/15/2013,7.73,2/15/2013,173.16,2/15/2013,145.18,,,
2/22/2013,2.8,2/22/2013,0.12,2/22/2013,0.6,2/22/2013,7.73,2/22/2013,170.983,2/22/2013,145.18,,,
3/1/2013,2.8,3/1/2013,0.09,3/1/2013,-0.3,3/1/2013,7.73,3/1/2013,160.305,3/1/2013,147.99,,,
3/8/2013,2.8,3/8/2013,0.09,3/8/2013,-0.3,3/8/2013,7.73,3/8/2013,178.873,3/8/2013,147.99,,,
3/15/2013,2.8,3/15/2013,0.09,3/15/2013,-0.3,3/15/2013,7.73,3/15/2013,173.544,3/15/2013,147.99,,,
3/22/2013,2.8,3/22/2013,0.09,3/22/2013,-0.3,3/22/2013,7.73,3/22/2013,167.096,3/22/2013,147.99,,,
3/29/2013,2.8,3/29/2013,0.09,3/29/2013,-0.3,3/29/2013,7.73,3/29/2013,160.257,3/29/2013,147.99,,,
4/5/2013,0.8,4/5/2013,0.06,4/5/2013,-0.2,4/5/2013,7.53,4/5/2013,148.061,4/5/2013,151,,,
4/12/2013,0.8,4/12/2013,0.06,4/12/2013,-0.2,4/12/2013,7.53,4/12/2013,149.081,4/12/2013,151,,,
4/19/2013,0.8,4/19/2013,0.06,4/19/2013,-0.2,4/19/2013,7.53,4/19/2013,147.107,4/19/2013,151,,,
4/26/2013,0.8,4/26/2013,0.06,4/26/2013,-0.2,4/26/2013,7.53,4/26/2013,144.826,4/26/2013,151,,,
5/3/2013,0.8,5/3/2013,0.11,5/3/2013,0.1,5/3/2013,7.53,5/3/2013,151.845,5/3/2013,153.9,,,
5/10/2013,0.8,5/10/2013,0.11,5/10/2013,0.1,5/10/2013,7.53,5/10/2013,165.664,5/10/2013,153.9,,,
5/17/2013,0.8,5/17/2013,0.11,5/17/2013,0.1,5/17/2013,7.53,5/17/2013,170.479,5/17/2013,153.9,,,
5/24/2013,0.8,5/24/2013,0.11,5/24/2013,0.1,5/24/2013,7.53,5/24/2013,175.679,5/24/2013,153.9,,,
5/31/2013,0.8,5/31/2013,0.11,5/31/2013,0.1,5/31/2013,7.53,5/31/2013,183.094,5/31/2013,153.9,,,
6/7/2013,0.8,6/7/2013,0.14,6/7/2013,0.2,6/7/2013,7.53,6/7/2013,186.618,6/7/2013,156.46,,,
6/14/2013,0.8,6/14/2013,0.14,6/14/2013,0.2,6/14/2013,7.53,6/14/2013,185.541,6/14/2013,156.46,,,
6/21/2013,0.8,6/21/2013,0.14,6/21/2013,0.2,6/21/2013,7.53,6/21/2013,215.926,6/21/2013,156.46,,,
